Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 27, Denver, Colorado",27-RC-333730,"The Denver Art Museum",Closed,01/17/2024,03/15/2024,"Certific. of Representative",Denver,CO,A,"Single Labor Organization",Initial,03/07/2024,211,,"American Federation of State, County and Municipal Employees, State Council No. 18",120,,,,,59,189,,10,,"American Federation of State, County and Municipal Employees, State Council No. 18","Included: All full-time, regular part-time, and temporary employees in the positions of:
Application Support Administrator; Assistant Mount Maker; Assistant Preparator;
Assistant Project Manager; Assistant Registrar; Associate Preparator; Associate
Provenance Researcher; Associate Registrar; Audio Visual Coordinator; Audio Visual
Technician; Collections Assistant; Conservation Assistant; Conservator; Coordinator of
Family Programs; Creative and Public Engagement Program Assistant; Creative
Engagement Associate; Curatorial Assistant; Curatorial Assistant at Large; Curatorial
Associate; Digital Content Associate; Digital Content Coordinator; Docent Scheduler;
Editor; Event Work Crew; Preparation Assistant; Exhibitions Planning Assistant;
Facilities Technician I; Facilities Technician II; Facilities Technician III; Gallery Host;
Gallery Host II; Senior Graphic Designer; Group Program Associate; Interpretive
Specialist; Senior Interpretive Specialist; Learning and Engagement Operations
Coordinator; Librarian; Manager of School Programs and Teaching Resources; Manager
of Stewardship and Museum Friends; Marketing Project Coordinator; Membership
Marketing Associate; Photographer; Registration Assistant; Sales and Services
Associate I; Sales and Services Associate II; Senior Conservator; Senior Curatorial
Assistant; Shipping and Receiving Coordinator; Systems Administrator; Teaching
Specialist; Technical Support Analyst I; Group Program Associate; Youth Program
Coordinator; Accountant; Accounting Specialist; Cash Office Technician; Associate
Curator of Asian Art; Assistant Curator of European and American Art before 1900;
Associate Curator, Native Arts; Coordinator of School & Community Programs;
Coordinator of Adult and Access Programs; Operations Accountant; Facilities
Operations Planner; Developer; and, Project Manager, Learning and Engagement.

Excluded: All office clerical employees, all contracted temporary Beacon Exhibition
employees classified as Gallery Host I, Sales and Services Associate I, and Museum Shop Sales Associates, confidential employees, professional employees, managerial
employees, guards, and supervisors, as defined in the Act.
",,,
"Region 19, Seattle, Washington",19-RC-334178,"ColumbiaCare Services, Inc.",Closed,01/23/2024,03/15/2024,"Certific. of Representative",Medford,OR,A,"Single Labor Organization",Initial,03/07/2024,241,5,"Oregon American Federation of State, County & Municipal Employees, AFL-CIO, Council 75",131,,,,,38,169,,2,,"Oregon American Federation of State, County & Municipal Employees, AFL-CIO, Council 75","All full-time, regular part-time, and on-call 24/7 Direct Residential Care Staff including Mental Health Associates, Personal Care Associates, Residential Associates, Residential Peer Support Specialists, and Residential Treatment Specialists; but excluding all professional employees, managerial employees, and guards and supervisors as defined by the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-334445,"SEACOAST MENTAL HEALTH CENTER, INC.",Closed,01/26/2024,03/15/2024,"Certific. of Representative",Portsmouth,NH,A,"Single Labor Organization",Initial,03/07/2024,15,,"International Brotherhood of Electrical Workers, Local 1837",13,,,,,2,15,,,,"International Brotherhood of Electrical Workers, Local 1837","All full-time and regular part-time employees in the positions of Outreach Therapist, ACT Outreach Therapist, Co-Occurring Therapist, or ITCOD Coordinator within the Portsmouth Adult Services Classic Team, Assertive Community Treatment Team (ACT), or Substance Abuse Disorder Program (ITCOD) in the Adult Services Department, employed by the Employer at its 1145 Sagamore Avenue, Portsmouth, New Hampshire facility; but excluding office clerical employees, managers and guards, nonprofessional employees and supervisors as defined in the Act.",,,
"Region 12, Tampa, Florida",12-RC-334823,"Starbucks Corporation",Closed,01/31/2024,03/25/2024,"Certific. of Representative",Miami,FL,A,"Single Labor Organization",Initial,03/07/2024,20,,"Workers United, Southern Regional Joint Board",7,,,,,5,12,,,,"Workers United, Southern Regional Joint Board","Included: All full-time and regular part-time baristas and shift supervisors employed by
the Employer at its coffee shop located at 8660 SW 72nd Street, Miami, F133143.

Excluded: All store managers, office clerical employees, professional employees, guards,
and supervisors as defined in the Act.",,,
"Region 08, Cleveland, Ohio",08-RC-335021,"Universal Dedicated of Detroit, MI LLC",Closed,02/05/2024,04/02/2024,"Certific. of Representative",Northwood,OH,A,"Single Labor Organization",Initial,03/07/2024,14,,"Teamsters, Chauffeurs, Warehousemen and Helpers Local Union No. 20, affiliated with the International Brotherhood of Teamsters",11,,,,,,11,,,,"Teamsters, Chauffeurs, Warehousemen and Helpers Local Union No. 20, affiliated with the International Brotherhood of Teamsters","All full-time and regular part-time truck drivers employed by the Employer at its operation located at 7560 Arbor Drive, Northwood Ohio, but excluding all other employees, office clerical employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-334924,"EASTERN MAINE MEDICAL CENTER",Closed,02/01/2024,03/15/2024,"Certific. of Representative",Bangor,ME,A,"Single Labor Organization",Initial,03/07/2024,8,,"MAINE STATE NURSES ASSOCIATION/NATIONAL NURSES ORGANIZING COMMITTEE/NATIONAL NURSES UNITED (MSNA)",8,,,,,,8,,1,,"MAINE STATE NURSES ASSOCIATION/NATIONAL NURSES ORGANIZING COMMITTEE/NATIONAL NURSES UNITED (MSNA)","All full-time and regular part-time Registered Nurses in the classification of Registered Nurse - Office employed in the Women's Health Clinic at 417 State Street, Suite 141, Bangor, ME, but excluding employee education instructors, super¬visors, assistant supervisors, head Nurses (I and II), Nurse Managers and Assistant Nurse Managers, guards, and all other supervisors as defined in the Act, and all other employees of the Medical Center.",,,
"Region 27, Denver, Colorado",27-RC-335047,"Asplundh Tree Expert, LLC",Closed,02/02/2024,03/15/2024,"Certific. of Representative",Boise,ID,A,"Single Labor Organization",Initial,03/07/2024,81,,"International Brotherhood of Electrical Workers, Local Union 291, AFL-CIO",40,,,,,22,78,,16,,"International Brotherhood of Electrical Workers, Local Union 291, AFL-CIO","Included: All full-time and regular part-time tree trimmers, trimmer trainees, sprayers, ground 
persons, operators, and forepersons performing line clearance tree trimming employed by the 
Employer out of its Fruitland, Idaho facility and performing those services in the following 
counties in Idaho (Adams, Valley, Washington, Payette, Gem, Boise, Elmore, Owyhee, Canyon, Ada) or 
in the following counties in Oregon (Malheur, Baker, Grant, Harney).
Excluded: Office clerical employees, General Forepersons, professional employees, confidential 
employees, guards, and supervisors, as defined in the Act, and all other employees.
",,,
"Region 01, Boston, Massachusetts",01-RC-335233,"Wells Fargo Bank, N.A.",Closed,02/07/2024,03/15/2024,"Certific. of Representative",Prospect,CT,A,"Single Labor Organization",Initial,03/07/2024,5,1,"Wells Fargo Workers United, affiliated with Communications Workers of America, AFL-CIO",5,,,,,,5,,,,"Wells Fargo Workers United, affiliated with Communications Workers of America, AFL-CIO","INCLUDED: 	All full-time and regular part-time tellers, personal bankers, associate personal bankers, personal bankers, and senior premier bankers employed by the Employer at its facility located at 66 Waterbury Road, Prospect, Connecticut.

EXCLUDED: 	All branch managers, branch service managers, financial advisors, confidential employees, office clerical employees, and guards, professional employees and supervisors as defined in the Act, and all other employees.


",,,
"Region 25, Indianapolis, Indiana",25-RC-335659,"Waste Management of Illinois, Inc.",Closed,02/13/2024,03/15/2024,"Certification of Results",Decatur,IL,A,"Single Labor Organization",Initial,03/07/2024,32,,"International Brotherhood of Teamsters, Local 916",13,,,,,18,31,,,,,"Included:  All residential drivers, commercial drivers, and roll off drivers.

Excluded:  All mechanic/technician leads, mechanics/technicians, utility workers, operations specialists, fleet specialists, office clerical employees, confidential employees, managers, professional employees, and guards and supervisors as defined in the Act.",,,
"Region 14, Saint Louis, Missouri",14-RC-335687,"Skookum Educational Programs d/b/a Skookum Contract Services",Closed,02/13/2024,03/21/2024,"Certific. of Representative","Fort Riley",KS,A,"Single Labor Organization",Initial,03/07/2024,20,,"International Union of Operating Engineers, Local No. 101",16,,,,,2,18,,,,"International Union of Operating Engineers, Local No. 101","All full-time and regular part-time grounds maintenance employees employed by the Employer at its facility located at B314 Marshall Ave., Fort Riley, KS 66442, but EXCLUDING office and clerical employees, temporary employees, professional employees, quality control employees, managerial employees, confidential employees and guards and supervisors as defined in the Act.",,,
"Region 20, San Francisco, California",20-RC-333726,"Capital Public Radio",Closed,01/17/2024,03/26/2024,"Certific. of Representative",Sacramento,CA,A,"Single Labor Organization",Initial,03/06/2024,56,2,"National Association of Broadcast Employees and Technicians (NABET-CWA), AFL-CIO",37,,,,,9,46,,2,,"National Association of Broadcast Employees and Technicians (NABET-CWA), AFL-CIO","All full-time and part-time employees employed by the Employer at its California facilities located at 7055 Folsom Boulevard, Sacramento, and 35 Main Street, Suite 101, Chico; in the following classifications: hosts/news anchors, producers, reporters, editors/social media coordinators, music hosts/coordinators/producers, member engagement associates, member engagement coordinators, donor engagement coordinators, member database coordinators, operations technicians, office coordinators, graphic & digital media designers, marketing managers, front end web developers and UX strategies managers; working in the following departments: News; Music; Membership; Engineering, Operations and Technology; Admin; Marketing and Digital Products; Director of Strategic Partnerships, Director of Major Gifts, and Foundation Engagement Director; excluding guards, managers, confidential employees, and supervisors as defined by the Act.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-334753,"Starbucks Corporation",Closed,01/30/2024,03/14/2024,"Certific. of Representative",Pittsburgh,PA,A,"Single Labor Organization",Initial,03/06/2024,15,9,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union",9,,,,,,,,,,"Mid-Atlantic Regional Joint Board, Workers United a/w Service Employees International Union","Included: All full-time and regular part-time Baristas and Shift Supervisors employed at the Employer’s 202 6th Street, Pittsburgh, PA 15222 location.

Excluded: All store managers, assistant store managers, office clerical employees, managerial employees, and guards, and professional employees and supervisors as defined by the Act.
",,,
